Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Urban_or_Rural_Area,Incident Reports,Environmental Impact,Public Transport Usage,Road condition,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather,Roadwork and Construction Activity,Cities
36571,39.78349721,1.463952911,38.74729103,81.44973722,Urban,8,67.3680745,29.02303589,Wet or damp,82.40036964,35.72912495,118,Snowy,Ongoing,Murphys
48183,62.86765771,1.571628455,57.56487238,95.60098976,Urban,9,125.7266112,65.69088585,Dry,97.24114393,37.46157736,98,Rainy,Ongoing,Jellico
41614,56.12264593,1.829669828,63.48986996,65.58128766,Urban,5,153.9347403,46.5463972,Dry,79.10618686,49.5542438,98,Clear,Yes,Chepachet
36023,33.93746831,1.509996065,43.36913286,55.03342511,Urban,0,123.3706025,62.53813541,Dry,93.58606759,54.19601398,90,Rainy,No,Graton
58693,40.66891973,1.125105992,30.53911915,47.73042945,Urban,4,103.7387779,51.8216288,Dry,71.04823617,35.64602772,92,Clear,No,Madison Center
34550,64.87923159,1.987192269,77.57389523,52.70425242,Urban,6,144.4774125,53.51594219,Dry,72.12567452,41.29836195,196,Foggy,No,Leachville
50539,33.58905242,1.620604055,75.34496417,97.57903284,Urban,1,119.0645015,54.10235292,Dry,75.09525162,84.13608304,186,Snowy,No,Monteagle
9504,58.62234209,1.794562653,59.66481023,82.55433867,Urban,3,138.3396885,61.82663244,Dry,82.16601044,46.86967961,83,Clear,Yes,Linntown
30123,45.56964894,1.684989956,33.01129389,98.76910629,Urban,8,138.7394179,31.28139308,Wet or damp,74.97657915,66.27159143,192,Snowy,Ongoing,Rosepine
34909,45.82254455,1.428400833,32.88379096,52.94250021,Urban,5,69.98893547,56.88319116,Dry,70.03002431,56.100524,73,Clear,No,Bourbon
59717,27.13164926,1.952949557,69.80224417,86.9124909,Urban,4,66.13767893,53.45848722,Dry,76.76482831,40.16900889,54,Snowy,Ongoing,Moodus
24489,26.02692428,1.962236761,41.32151271,58.27978893,Urban,2,76.21329701,24.21904151,Dry,71.12814779,79.63077238,195,Clear,Yes,McEwen
50468,37.31114464,1.437409007,35.37354618,74.28937804,Urban,6,69.53904703,29.16961427,Dry,78.38350159,60.97805577,199,Snowy,Yes,Vázquez
30374,57.06994086,1.599537019,39.30054262,97.91149061,Urban,6,165.1398859,46.70261361,Dry,86.48462521,80.6949349,175,Foggy,No,Siesta Acres
13369,47.59058179,2.134962675,68.16709043,90.46275975,Urban,7,161.9087598,41.94908245,Dry,76.94197403,50.3673581,142,Rainy,Ongoing,Northwest Ithaca
45919,47.23161434,1.469195337,31.00105505,50.12031144,Urban,9,140.7350598,16.96565455,Dry,79.00659537,52.9343069,59,Snowy,Yes,Village of the Branch
43375,31.71545647,1.153618859,57.37246329,94.73798536,Urban,9,125.8899034,39.8138173,Dry,78.99030883,80.39424018,188,Foggy,Ongoing,Leonville
22753,31.08532967,2.048927615,70.07228023,99.45314543,Urban,1,67.75105407,16.55544077,Dry,88.61337565,66.03557849,197,Cloudy,Yes,Van Vleck
31563,64.09801221,1.670711194,45.69703201,43.86114976,Urban,1,133.1466025,63.21330302,Dry,98.22889564,50.98878716,126,Snowy,No,Kenyon
31554,59.13444948,1.582078786,31.12243482,61.26025375,Urban,0,64.02449475,15.78137911,Dry,98.65592136,81.95239174,106,Clear,Yes,Newfield
56362,31.88859094,1.62993298,40.73585773,77.79233097,Urban,9,98.77484651,21.60853246,Dry,76.63874192,57.24809186,174,Snowy,Yes,New California
37144,49.76869818,1.726335836,62.7159686,91.30767757,Urban,7,68.02778554,50.76250795,Dry,92.3088063,89.48179606,50,Foggy,Ongoing,Dillsboro
51093,52.85503392,1.954086501,77.23532328,80.01829495,Urban,3,138.7347524,68.93631352,Dry,88.79217971,82.15165189,196,Cloudy,No,Terry
26087,27.19769299,1.485114663,79.31318279,85.30203968,Urban,2,126.3757119,25.98206315,Dry,78.52196012,49.4475225,142,Snowy,No,Cleona
43415,46.52569154,2.285261448,56.90823718,57.55743558,Urban,3,62.89737816,21.36471262,Dry,75.15845802,69.84663525,134,Snowy,Yes,Trevorton
20024,48.4787866,1.128695124,65.68142454,45.70865527,Urban,8,108.9911986,46.6845244,Dry,98.05255509,35.43545248,174,Foggy,No,Huachuca City
16269,48.95701487,1.240401551,43.86782675,77.46713778,Urban,3,151.496062,63.43077517,Dry,84.76515918,62.30936291,168,Clear,No,Pablo
12668,42.7759109,1.638621185,72.08043722,61.16594633,Urban,5,175.6589827,53.96277105,Dry,77.56737599,35.25974911,190,Rainy,Ongoing,South Sumter
9250,61.64488179,1.51261451,44.07505182,82.31074637,Urban,5,97.66042605,17.56303403,Dry,89.28037985,50.91568558,184,Rainy,Ongoing,Windham
31616,48.93982568,1.210323662,61.85450802,89.19612789,Urban,9,82.79589501,51.36713725,Dry,80.15652333,43.16092991,135,Clear,No,Hico
27122,45.7015316,2.015239909,41.41727779,72.89649146,Urban,4,138.6480146,59.64196936,Dry,79.67960658,66.18574609,151,Rainy,Yes,Shortsville
52756,56.13805671,2.074145514,46.99844269,66.0612715,Urban,3,140.4633054,38.79416298,Dry,72.01965762,36.52069084,129,Cloudy,Ongoing,Newburgh Heights
44864,37.42682226,1.385287888,86.45928665,99.34235328,Urban,2,170.3862837,56.5526794,Dry,99.25896082,39.42106029,133,Rainy,Yes,Reinbeck
41359,29.02680089,1.563596718,59.04117321,93.38845436,Urban,2,79.0335283,47.95311729,Dry,84.11790068,39.11633976,185,Snowy,No,Quartzsite
14279,43.36465094,1.783683703,32.40106898,67.02750256,Urban,5,167.2334357,67.508559,Dry,79.86828947,78.8769261,195,Cloudy,No,Sardis City
23760,43.89479133,1.369179337,48.25456778,70.24704695,Urban,4,154.8136867,28.34053069,Dry,95.17136804,58.90970657,62,Rainy,Ongoing,Calhoun City
19983,38.55536733,2.063520706,77.52341259,63.151539,Urban,1,63.54252931,34.10912499,Dry,86.252313,48.83424554,179,Clear,Yes,Pardeeville
26596,35.24748058,1.800161807,37.40252159,57.65780631,Urban,3,60.21756226,64.27355021,Dry,94.82752461,88.89467989,45,Cloudy,Ongoing,Henryville
45663,26.42840802,1.936766609,79.11770265,48.98518477,Urban,3,158.642074,20.47250806,Dry,85.58880203,89.96614874,164,Foggy,No,Seaside Park
12367,64.00952574,1.309235944,54.99693657,73.47300408,Urban,6,158.7683263,26.03077109,Dry,77.228886,74.82628295,65,Clear,No,Swartzville
20331,30.41020753,2.249102282,77.43905335,80.58615271,Urban,9,96.08603308,46.59147619,Wet or damp,95.98695266,62.68429915,41,Snowy,Yes,Byers
18577,42.71067466,1.377911747,52.3355156,56.04268713,Urban,0,156.3562945,44.68141888,Dry,85.77929181,89.94215534,98,Foggy,Ongoing,Charlotte Park
27771,48.96712961,1.21212725,45.87927923,59.91412911,Urban,0,89.04202705,46.00511375,Dry,91.18779564,72.27286883,198,Snowy,Yes,South Floral Park
17050,58.56829797,2.049118996,66.45173809,82.60236432,Urban,7,70.3417938,28.6198301,Dry,89.68803302,59.00290337,135,Snowy,No,Midland City
15154,43.22790858,2.167044588,40.05968439,53.92014311,Urban,9,125.0769072,34.77661575,Dry,97.76800067,82.48034192,112,Snowy,No,Las Quintas Fronterizas
8007,26.48179109,1.875641948,49.19367675,74.87940085,Urban,6,92.18425071,28.08453353,Dry,76.03816064,42.6394616,63,Cloudy,Yes,Avon-by-the-Sea
12444,53.13102191,2.297189916,36.03680889,87.47679692,Urban,1,108.4185305,34.06876953,Dry,71.16856343,39.58240111,153,Cloudy,Yes,Grandview Plaza
17938,48.08577838,1.505253556,88.54929938,41.35690452,Urban,8,104.6968247,37.31021846,Wet or damp,87.72980452,41.64260051,153,Snowy,No,Apple Mountain Lake
47165,48.51589552,1.527093526,32.2982095,95.54857264,Urban,5,159.6397282,64.27340556,Dry,88.91760247,66.34916602,52,Rainy,No,Perry Park
46661,28.90590191,1.18238221,85.9396033,64.20969523,Urban,5,65.49593533,16.95888323,Dry,83.2090893,80.35362738,193,Clear,Ongoing,Tillson
55628,32.36850678,1.910239479,37.82516483,98.6999462,Urban,4,152.1812792,19.78478495,Dry,76.71713536,46.50872701,154,Cloudy,No,Francis
32213,33.71131665,1.398123114,87.30754092,68.44527775,Urban,9,64.57031585,33.10926517,Dry,74.81307613,66.69242848,66,Cloudy,Ongoing,Mowbray Mountain
35986,50.01959611,1.302952258,73.88610153,88.37874932,Urban,8,98.21839688,52.0651385,Dry,90.96629833,78.64852302,170,Clear,Yes,Calico Rock
21544,49.39079391,1.985492089,44.61598241,48.69046951,Urban,5,167.2286137,22.08503126,Wet or damp,73.65738404,79.10478511,86,Clear,Ongoing,Leon
33839,53.35888806,2.122214388,40.75253523,65.83206294,Urban,1,90.17782739,41.68147547,Dry,98.39605918,89.95839329,154,Clear,No,Lagunitas-Forest Knolls
25221,46.48170664,1.97595798,83.6618001,87.89314266,Urban,3,171.2485122,44.40033087,Dry,78.9317921,81.30617182,95,Snowy,No,Thoreau
49058,33.73620469,1.939900261,76.43848481,62.29408325,Urban,9,137.6713782,28.29885212,Wet or damp,84.69711514,53.64140689,100,Rainy,Yes,Groton
10723,60.9706067,2.012422438,57.01223154,62.79547432,Urban,0,66.0317046,52.26589078,Dry,75.72262291,82.54166888,35,Rainy,No,Monson Center
59359,58.28386052,1.230823831,35.26589098,57.73912783,Urban,8,155.1238407,22.33333539,Dry,72.58852681,39.16470975,75,Clear,Ongoing,Ben Wheeler
30664,61.04473997,1.435937345,86.85837758,97.35488585,Urban,5,157.2184762,52.28705263,Dry,96.95691811,75.96227496,129,Foggy,No,Wanchese
38191,27.05992289,1.606897841,76.78410792,70.25603223,Urban,4,144.1849993,17.0308823,Dry,90.57230151,79.13832028,95,Clear,No,Rainbow
53846,58.69590911,2.286951999,33.76918377,93.00099622,Urban,8,139.259195,54.3919113,Dry,91.38338919,83.43132732,118,Foggy,No,Big Beaver
25926,52.62264389,2.066964465,67.73149578,93.09995284,Urban,4,90.2408897,59.26412212,Dry,95.89940542,43.094679,158,Foggy,Ongoing,Munfordville
46424,58.43376259,1.188652325,74.59517972,88.56805357,Urban,5,94.3618049,31.8058813,Dry,87.88957212,50.03120874,52,Snowy,Ongoing,Las Campanas
18466,62.70040381,1.982546325,70.98316425,77.35914847,Urban,9,171.3597443,64.39057529,Wet or damp,98.95173458,47.91895355,59,Cloudy,No,Carlisle-Rockledge
30576,43.47243319,1.990732949,74.29279266,92.43448276,Urban,8,74.88286732,26.1049867,Dry,74.71496691,47.94200724,131,Cloudy,Yes,Golden Meadow
55016,42.2573584,1.255697921,67.56926938,84.73441761,Urban,6,118.5249475,31.89389751,Dry,76.17129114,82.64242219,120,Snowy,Ongoing,Silver Bay
37750,34.07143426,1.656324832,40.69211637,76.49786861,Urban,8,158.7801176,40.56493955,Dry,96.58169649,71.533218,175,Cloudy,Ongoing,French Lick
36886,39.29345934,1.835496138,33.17780078,69.88578617,Urban,5,90.04761336,27.39400764,Dry,98.58629707,70.01505061,162,Rainy,No,Rushford
54056,29.41302551,1.513728002,62.79269125,67.85047788,Urban,0,91.83843703,52.35544028,Dry,93.10827133,85.69022231,33,Rainy,Yes,Bakersfield Country Club
58039,45.85039875,1.236273959,30.65623667,45.02721132,Urban,1,100.2147301,25.37133752,Dry,79.57316276,79.48914458,85,Cloudy,Ongoing,Frankton
27079,59.23512849,2.017940175,72.12022162,72.27133575,Urban,7,139.9360073,47.69432927,Dry,80.85047069,71.67176005,49,Snowy,Ongoing,Liberty Corner
21386,54.81812097,2.018998399,58.33124422,49.07276201,Urban,9,86.03346689,19.53387246,Wet or damp,73.15890949,82.75100403,44,Cloudy,No,Clarendon
20548,38.08206617,1.947670493,70.20164202,99.64247513,Urban,5,156.3457858,35.27221409,Dry,93.70319058,45.42529251,198,Cloudy,Ongoing,Brooklawn
59736,39.71250944,2.288931613,64.08946189,67.66809404,Urban,0,168.3347708,50.96568904,Dry,83.29715028,59.12997669,36,Clear,Ongoing,Pahala
13002,38.64194636,1.480790517,36.86327307,89.0220948,Urban,6,81.37337061,50.87630311,Dry,94.4512996,39.45807245,193,Cloudy,Ongoing,Courtland
16518,59.84295828,1.421311211,44.03013527,86.62793194,Urban,9,84.13068749,27.94579441,Wet or damp,85.18207646,56.49854173,122,Snowy,No,Kingsley
35271,44.23922283,1.263504408,50.21833416,77.74876233,Urban,3,177.6044659,33.83944011,Wet or damp,91.02154025,81.96661707,134,Foggy,No,Cranford
47114,30.45649596,1.415849207,62.49609327,84.70853462,Urban,0,73.9837957,37.62990214,Wet or damp,86.8077216,46.86452412,74,Rainy,Yes,Sac City
50142,38.49482599,2.232461638,31.34718858,54.61646824,Urban,3,143.2449898,49.7391419,Wet or damp,77.96307011,72.83714891,32,Cloudy,No,Haines
11058,43.13258097,1.950135451,56.04728316,95.22820829,Urban,5,60.15605001,42.80884697,Dry,70.27759186,42.87378785,185,Rainy,Yes,Marble Hill
41858,39.17121111,1.215555368,54.27097988,53.08521056,Urban,9,86.1405685,15.36892055,Wet or damp,92.55321593,40.25132578,192,Foggy,Yes,St. Francisville
38338,46.00135691,1.885224376,58.01129281,48.9925274,Urban,9,130.0613693,41.39312374,Dry,96.82905455,44.11676078,30,Rainy,No,Mariano Colón
57329,29.9215235,1.129735583,48.55905692,70.88139783,Urban,4,177.3645937,53.5670267,Wet or damp,88.76385035,39.04308847,196,Snowy,Ongoing,Wilmerding
58010,44.85759043,1.694894651,80.43755451,50.21699344,Urban,0,65.44224887,39.43214421,Dry,92.38689364,47.93318744,82,Clear,Yes,Bay Park
33866,26.69472801,1.839366726,52.5370139,97.71930117,Urban,3,160.7126872,40.82371004,Dry,84.02429081,86.66560346,103,Cloudy,Yes,Montverde
46051,55.14363568,1.914116378,60.11929289,77.21206364,Urban,8,148.4981891,38.53788527,Dry,89.13637969,66.01397951,126,Snowy,No,Au Sable
58063,51.03812631,2.019790944,47.07894106,54.79002055,Urban,5,99.81830721,54.86559399,Dry,89.69352266,45.96700526,31,Foggy,Yes,Blackville
51493,53.2105371,1.969642201,63.42483866,81.71554118,Urban,2,62.83975057,29.47245662,Dry,84.69687131,54.16578279,84,Foggy,Ongoing,Aquebogue
59626,43.53697895,1.994731227,73.95553269,87.01361598,Urban,2,133.6132196,56.45172664,Dry,79.01684565,37.39670459,114,Clear,No,Cottonport
46722,36.02536196,1.217362363,32.66885073,63.14574185,Urban,4,70.00058743,57.99977468,Dry,95.55450643,70.5219305,133,Foggy,Ongoing,Cowan
43123,55.27314761,1.93586527,86.0182969,94.29584829,Urban,4,76.6811378,68.03442205,Dry,83.36715189,72.71262786,104,Foggy,Ongoing,Gurdon
16803,41.40364856,2.032676188,60.82294249,46.24259422,Urban,0,145.4772461,62.22782542,Dry,83.90842676,84.47207599,121,Rainy,No,New Oxford
43225,33.9767576,1.890013478,44.05771446,46.46258783,Urban,9,167.9260318,30.7177263,Dry,74.21425384,74.99539627,112,Snowy,No,Ocean Park
59373,59.2883627,1.522828018,31.20846833,86.09809564,Urban,1,83.40815369,23.8408826,Dry,79.01245201,80.53747755,103,Clear,Yes,Port Edwards
26882,52.73095208,1.416087686,72.81128985,97.34147075,Urban,1,119.2750423,66.83491541,Dry,89.54424903,38.7030969,66,Snowy,Ongoing,Woodbranch
24818,43.68120286,1.880822914,71.92707313,52.59663945,Urban,9,152.8506147,64.51794514,Dry,78.03736171,75.11951981,124,Clear,No,East Jordan
21753,52.44313243,1.896724675,61.11360449,57.54444055,Urban,8,88.06353809,19.38067767,Dry,96.163421,72.6323753,164,Foggy,Yes,Las Maravillas
15436,31.55727869,1.239734267,48.38226536,43.47513344,Urban,2,63.31950958,46.03406552,Dry,93.71638621,79.74348789,39,Cloudy,Yes,Charlack
19367,28.60882138,1.807228711,85.75196092,53.57609422,Urban,0,61.54382394,37.60420922,Dry,75.87427636,53.47689022,35,Foggy,Ongoing,Cade
42880,36.42903438,1.9479229,77.80000675,75.30316876,Urban,2,113.0503342,39.56770526,Dry,75.3594192,79.01247642,142,Snowy,Ongoing,Youngstown
53347,48.43248075,2.000604428,79.15743448,81.44070518,Urban,5,85.20295115,28.44563162,Dry,82.40996223,50.42451928,89,Clear,Yes,Kerhonkson
20949,59.4468426,1.557693131,48.80831012,59.84450397,Urban,9,130.5802677,39.07781551,Dry,95.09229353,53.86420352,126,Clear,Yes,Le Grand
8418,54.10580065,2.162690224,81.84659267,72.65153465,Urban,3,166.9804642,41.66927902,Dry,81.09699072,72.80252049,114,Foggy,Ongoing,Bernie
36947,59.16916551,1.628212767,49.79140214,68.29932373,Urban,6,153.8639738,29.2040441,Dry,95.88072903,50.97578119,169,Foggy,No,Governors Club
8730,48.43663309,1.617431862,66.88363827,91.76786985,Urban,1,109.2062343,60.94521571,Dry,76.06498913,48.05969919,154,Clear,Yes,South Amherst
13226,46.30003831,1.197423767,32.12457413,66.5336919,Urban,7,132.3036059,54.41829245,Dry,99.64952555,37.48730134,196,Snowy,No,Marlette
20842,32.38563592,1.214111856,43.47566506,46.79554442,Urban,4,148.835961,37.70511887,Wet or damp,71.98609886,59.52955299,175,Clear,Yes,El Ojo
10467,42.62667458,1.346670838,35.31699892,99.98105768,Urban,6,155.4321057,54.59230195,Dry,86.69777367,85.01627608,76,Cloudy,Ongoing,Wilderness Rim
16588,25.21579524,2.025567224,50.95529362,88.91604311,Urban,0,69.03958004,22.84169297,Dry,75.3446718,89.61977618,125,Foggy,No,Willow
33393,58.13927374,1.887680077,47.2444857,59.06000211,Urban,8,140.6825297,22.04825092,Dry,89.8632593,62.3518581,165,Foggy,Yes,Lacon
26664,34.46483843,2.077329788,75.32251703,95.10750826,Urban,3,145.4621128,66.76949774,Dry,98.54844638,81.77766427,30,Foggy,Yes,Ocean Gate
14714,29.83326411,1.972099017,74.93908197,63.26018867,Urban,6,69.48576223,32.06283284,Dry,84.30119661,66.58965838,167,Snowy,Ongoing,Wagon Wheel
15972,55.42994881,2.093647749,89.44384643,64.3192844,Urban,9,68.53882629,43.74333041,Dry,96.25306757,73.94637299,41,Clear,Ongoing,Lake Kerr
20155,56.95587803,1.759095764,83.56709815,44.12211289,Urban,5,178.2023818,67.31196053,Dry,86.03356277,39.45868177,151,Foggy,Yes,Plainville
54513,62.73518057,1.450628429,46.47509073,51.09642288,Urban,8,169.3248963,52.55110342,Dry,84.32135881,35.58750749,199,Clear,No,Genola
38143,32.26127627,1.745652619,77.61571983,67.23890967,Urban,3,94.25524323,45.5315093,Dry,99.63193569,45.50376287,169,Cloudy,No,Hodgkins
46930,38.51799463,1.197121672,82.16208945,72.73108354,Urban,2,64.73800568,33.80284081,Dry,96.26817622,69.99276291,127,Clear,Ongoing,Oologah
10926,51.94476212,1.341762591,80.46590985,49.13584603,Urban,1,102.7987498,49.11037761,Dry,81.20971624,57.04750638,108,Foggy,Ongoing,Browns Lake
33629,58.01195451,1.50843588,80.46765056,77.4157666,Urban,0,149.3193385,60.1933384,Dry,99.0111527,58.27344314,44,Clear,Yes,Verandah
24111,26.32790123,1.477950979,53.7522401,55.45599958,Urban,9,112.8329758,28.41831378,Dry,86.78004692,37.43077885,102,Clear,Ongoing,Anson
23188,49.00751273,1.552666315,41.01602438,87.38005304,Urban,7,121.9300273,47.44124951,Dry,84.35333698,44.42809612,59,Clear,Ongoing,Evart
33121,25.44268934,1.263122397,80.74068266,51.68840614,Urban,5,90.98609097,61.63304347,Dry,92.29417745,61.56970904,133,Snowy,No,Monon
52667,56.5771192,2.006339155,36.4781071,70.80682927,Urban,1,178.2374083,46.12988949,Dry,79.34393256,64.31902198,139,Clear,Ongoing,Red Lake
19418,39.31652648,2.026587354,89.8974233,91.67354547,Urban,5,125.1779972,64.91630907,Dry,99.35900661,49.7657912,189,Snowy,Ongoing,Cassopolis
14729,46.76433462,1.391198877,47.87398383,95.97520155,Urban,8,173.275134,49.56289935,Dry,91.4314884,39.03631134,63,Rainy,No,Blossburg
15498,32.59331278,1.47293991,38.79527494,54.31412072,Urban,2,134.3834523,60.032348,Dry,71.44186232,87.66495214,51,Rainy,Ongoing,North Lewisburg
23309,38.27925796,1.824989305,81.41104836,79.27397499,Urban,9,130.5402089,60.49288239,Dry,99.46562979,84.43548836,72,Cloudy,No,Fords Prairie
28575,63.53213068,1.119650572,51.61166202,97.5628839,Urban,1,95.23414572,67.99199788,Dry,95.53173053,44.9489097,80,Foggy,No,Morovis
26918,47.78969582,1.437697417,68.49287942,74.17159443,Urban,1,111.2725387,23.45896415,Dry,94.32244488,85.73015045,67,Foggy,Ongoing,Weyauwega
28430,25.13960196,1.522719882,77.54271533,41.78151047,Urban,6,142.5068693,37.9135441,Dry,88.47885845,79.63770744,116,Snowy,Yes,Kentland
40992,45.71828367,1.104912672,43.32070591,76.34713743,Urban,0,97.47018016,53.8710733,Dry,88.06221437,41.97713119,140,Rainy,Yes,Shamokin Dam
45560,49.14129668,1.971478402,75.30500596,62.57817432,Urban,5,136.3688877,30.63614094,Dry,75.42754759,35.23027237,162,Rainy,No,Stratford Downtown
23076,39.4703547,1.89607713,47.2373744,61.97073665,Urban,2,124.4671059,16.03351622,Dry,80.3877218,50.75255511,84,Cloudy,Yes,Blountsville
32837,35.64431062,2.058770246,30.46282695,52.27124131,Urban,3,89.01992861,27.03295606,Dry,80.88749115,48.89761721,194,Clear,Ongoing,Loretto
56295,27.82083604,1.421709282,85.13274027,95.20197645,Urban,3,178.893812,46.06608677,Wet or damp,86.14250307,67.59659382,43,Snowy,No,Shelburne Falls
45415,37.32108768,2.047647194,82.99230184,61.02743928,Urban,1,68.44721175,16.75804064,Dry,80.3337118,70.00021082,190,Snowy,Ongoing,St. Lawrence
44066,36.25075224,1.808968945,34.2594845,97.15872935,Urban,9,163.528527,54.68105704,Wet or damp,98.97012536,77.24666651,90,Clear,Ongoing,Lake Brownwood
15768,46.87698871,1.274787193,88.01031162,74.30472905,Urban,5,157.6339261,38.78949728,Dry,86.51384974,60.7859596,73,Clear,Ongoing,Haubstadt
25176,64.95055206,1.858490392,70.15708697,56.67574125,Urban,8,169.9275989,47.1846294,Dry,91.12516886,36.77816672,113,Snowy,No,Pumpkin Center
31772,43.89301486,1.796484845,47.7218238,60.45630407,Urban,4,141.5452036,55.90415725,Dry,88.52878569,56.74072803,171,Snowy,Ongoing,Oak Leaf
38148,63.21028053,1.649034198,44.30657113,51.97140875,Urban,6,71.01132754,24.64064442,Wet or damp,89.82496316,68.63092553,95,Clear,Ongoing,Sandy Valley
57210,61.59378565,1.835683116,78.59405804,97.34207207,Urban,3,142.9801075,38.12940037,Dry,82.4310481,46.56770927,58,Snowy,Yes,Maroa
46323,28.56547145,1.942534708,35.30484577,71.23630474,Urban,4,174.8501338,28.76531392,Dry,74.28012132,36.36944928,48,Snowy,Yes,Bylas
24999,37.14757429,1.518994113,72.84712663,90.82816788,Urban,1,95.36294041,69.34966386,Dry,77.77204234,89.72184306,160,Clear,No,Cedar Heights
21082,61.56448473,2.044701069,71.48863005,63.12444483,Urban,0,100.0415896,39.20606323,Dry,79.37961671,48.12314035,49,Foggy,Yes,Deshler
55365,29.69523437,1.793915285,73.35910915,63.18198463,Urban,6,134.9775203,41.3983024,Dry,96.20404847,81.04029418,131,Cloudy,Ongoing,New Berlinville
25174,41.20327225,1.721935023,71.71570152,51.66134109,Urban,1,88.92714794,32.3978934,Dry,86.34796882,71.86318785,132,Cloudy,Yes,Union Point
38866,46.11344655,2.090843237,49.51132115,80.84489274,Urban,6,67.2770093,62.2097845,Dry,90.82702996,83.83361297,73,Clear,No,Mantachie
16108,63.5008068,1.879197277,32.29918222,49.48917862,Urban,6,107.3098777,51.09712173,Dry,94.0634926,69.87168138,146,Cloudy,Ongoing,Hanscom AFB
21122,28.96667196,2.154627049,36.5220271,45.52407456,Urban,5,60.6870432,60.32655587,Dry,99.38953051,55.05652512,161,Snowy,Yes,Baidland
31978,25.52947624,2.222571455,40.84568708,75.37716763,Urban,8,112.432816,24.06193785,Dry,92.24562456,35.67870136,160,Cloudy,No,Duchesne
40292,60.83896147,1.837598036,33.35434646,86.08359644,Urban,4,120.8385811,29.81970985,Dry,79.65442008,73.00466429,114,Clear,Ongoing,Nisswa
53270,49.30836388,1.239545634,71.6958061,58.27614027,Urban,3,140.4119892,19.05894716,Dry,84.82691265,53.33491515,97,Cloudy,No,West End
36360,25.83959655,1.603014007,45.49482568,98.90393171,Urban,0,68.29915591,36.62489841,Dry,92.00103271,56.40710875,114,Clear,Yes,Lake Camelot
42272,61.88197721,1.564491839,83.78308953,91.25847905,Urban,2,102.910197,38.21367321,Dry,75.64661223,54.33586203,96,Rainy,Yes,Fall City
24208,39.85422498,1.704159391,45.66206568,98.81322782,Urban,1,171.8524123,58.92385633,Dry,77.96102004,72.51926903,67,Cloudy,No,César Chávez
35068,56.79640041,2.205491695,53.82894184,65.22839584,Urban,3,78.09128654,19.96932187,Dry,99.20368486,68.42830157,97,Foggy,No,Exmore
30169,43.69195327,2.029399017,67.88961158,55.95973305,Urban,3,76.4629551,20.84139285,Dry,95.99119174,41.08756027,155,Snowy,Ongoing,Columbus Grove
32231,60.20480996,2.049458597,80.21080104,92.87320049,Urban,5,142.6488925,34.72995212,Dry,97.04718594,78.40994441,199,Clear,Yes,Flatonia
32879,57.34293824,1.908542862,81.51549195,41.66369594,Urban,7,85.10240809,42.03334758,Dry,83.04049038,89.80075763,120,Rainy,Ongoing,Manasota Key
34544,46.80359483,1.227011365,76.48119621,84.84882267,Urban,9,152.6066713,56.69759895,Dry,85.60751258,58.92256619,44,Rainy,Yes,East Marion
28474,28.11028348,1.375354282,57.73632561,67.16151057,Urban,0,154.8310491,66.34100092,Dry,93.23074054,53.43684242,142,Clear,Yes,Galesville
57181,43.34629437,2.074924143,42.99976542,87.38626765,Urban,3,103.5626749,50.93992428,Dry,98.85043674,72.8780165,197,Clear,Yes,Mundys Corner
41314,39.13186083,1.52866706,68.77876416,56.60289713,Urban,0,170.4472805,61.86599874,Dry,96.83110594,58.82959232,69,Cloudy,No,Belcourt
38905,63.63701755,1.152591312,61.52770444,63.79554801,Urban,3,74.44792867,41.63669202,Dry,97.06996339,54.73001973,51,Rainy,Yes,Mount Ayr
24869,45.74345924,2.042190514,34.4119891,44.82978055,Urban,2,138.8673949,43.99844088,Dry,74.85830274,52.73007813,184,Foggy,Yes,Trempealeau
53967,27.54812554,1.262781292,62.62405038,92.74577297,Urban,7,154.8539786,63.77465739,Dry,87.83922467,51.98441236,58,Clear,Yes,Espy
59013,56.55747021,1.40506368,84.81289305,63.18554886,Urban,9,128.1371659,34.32657862,Dry,94.86598301,47.17285765,163,Clear,No,Toro Canyon
47934,62.93420681,1.716196048,72.10144586,75.33519013,Urban,9,115.956761,60.00427765,Dry,90.36187145,40.45603216,175,Clear,Ongoing,Hartington
46410,52.96821891,1.733110558,37.82634172,53.04641071,Urban,5,166.6808733,44.29221145,Dry,82.05405142,79.33717328,154,Rainy,Yes,McMechen
8888,50.6521833,1.371970295,60.69771248,87.11782967,Urban,4,120.4505066,65.58506574,Dry,81.03175854,67.90336354,164,Clear,Ongoing,Itta Bena
28228,26.99748427,1.717498312,68.67090644,71.93933112,Urban,8,103.2206238,62.51492199,Wet or damp,98.73008403,75.3788617,46,Snowy,Ongoing,Westmorland
38185,31.54551812,1.48613586,48.95837985,47.0015785,Urban,9,176.8453459,51.66835524,Wet or damp,85.00717548,72.43770378,92,Foggy,Yes,Mickleton
46357,37.46393019,2.112665891,51.23306858,68.65795998,Urban,8,107.6427188,42.71513157,Dry,85.87743376,44.532262,35,Cloudy,Yes,Crystal Falls
16059,43.20400965,1.295370501,34.91908981,94.74133061,Urban,1,130.2190981,58.36160197,Dry,97.16482626,37.36764412,167,Snowy,No,West Hurley
