Accident_Index,year,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Cities
BS0012076,2024,Auto traffic signal,Crossroads,Slight,51.408574,Daylight,None,-0.059615,1,1,Metropolitan Police,Dry,Single carriageway,30,0.349305556,Urban,Fine no high winds,Agricultural vehicle,Dunseith
BS0012077,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.377079,Darkness - lights lit,None,0.0109,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.802777778,Urban,Fine no high winds,Motorcycle 125cc and under,Stone Harbor
BS0012078,2024,Auto traffic signal,Crossroads,Slight,51.408395,Darkness - lights lit,None,-0.059622,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.774305556,Urban,Raining + high winds,Car,Belle Fontaine
BS0012079,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.41187,Darkness - lights lit,None,-0.0415,2,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.859722222,Urban,Raining no high winds,Motorcycle over 500cc,Blue Ridge Shores
BS0012080,2024,Give way or uncontrolled,T or staggered junction,Slight,51.37308,Daylight,None,0.039319,1,2,Metropolitan Police,Dry,Single carriageway,30,0.642361111,Urban,Fine no high winds,Car,Adair
BS0012081,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.373139,Daylight,None,0.097083,1,1,Metropolitan Police,Dry,Single carriageway,30,0.635416667,Urban,Fine no high winds,Car,Plain Dealing
BS0012082,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.412547,Darkness - lights lit,None,-0.060597,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.708333333,Urban,Raining no high winds,Car,Satanta
BS0012083,2024,Give way or uncontrolled,T or staggered junction,Serious,51.354683,Darkness - no lighting,None,0.14292,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.923611111,Rural,Fine no high winds,Car,Linnell Camp
BS0012084,2024,Give way or uncontrolled,T or staggered junction,Slight,51.39763,Daylight,None,0.013383,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.305555556,Urban,Fine + high winds,Car,Morrill
BS0012085,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.4095,Daylight,None,0.065097,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,0.5,Urban,Fine no high winds,Car,East Sumter
BS0012086,2024,Give way or uncontrolled,T or staggered junction,Slight,51.406994,Darkness - lights lit,None,0.017964,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.748611111,Urban,Fine no high winds,Car,Arendtsville
BS0012087,2024,Auto traffic signal,Crossroads,Slight,51.378145,Darkness - lights lit,None,0.108808,1,2,Metropolitan Police,Dry,Single carriageway,30,0.75,Urban,Fine no high winds,Car,Kwethluk
BS0012088,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.380368,Daylight,None,-0.007924,1,2,Metropolitan Police,Dry,Single carriageway,30,0.541666667,Urban,Fine no high winds,Car,Salt Creek
BS0012089,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.413625,Daylight,None,0.126117,1,1,Metropolitan Police,Dry,Single carriageway,30,0.364583333,Urban,Fine no high winds,Car,Penn State Berks
BS0012090,2024,Give way or uncontrolled,T or staggered junction,Slight,51.364083,Daylight,None,-0.002166,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.648611111,Urban,Raining no high winds,Car,Bryson
BS0012091,2024,Give way or uncontrolled,T or staggered junction,Slight,51.400901,Daylight,None,0.01669,1,1,Metropolitan Police,Dry,Single carriageway,30,0.50625,Urban,Fine no high winds,Car,Germanton
BS0012092,2024,Give way or uncontrolled,T or staggered junction,Slight,51.424913,Daylight,None,0.058024,1,2,Metropolitan Police,Dry,Single carriageway,30,0.419444444,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Lake Tomahawk
BS0012093,2024,Give way or uncontrolled,More than 4 arms (not roundabout),Serious,51.413111,Daylight,None,-0.024333,1,2,Metropolitan Police,Dry,Single carriageway,30,0.30625,Urban,Fine no high winds,Car,Quinton
BS0012094,2024,Give way or uncontrolled,T or staggered junction,Slight,51.365286,Darkness - lights lit,None,0.093707,1,2,Metropolitan Police,Dry,Single carriageway,30,0.015277778,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,Cut and Shoot
BS0012095,2024,Give way or uncontrolled,Crossroads,Slight,51.409283,Darkness - lights lit,None,-0.016014,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.793055556,Urban,Fine no high winds,Car,Kenesaw
BS0012096,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.409517,Daylight,None,0.074301,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.455555556,Urban,Fine no high winds,Car,Bridger
BS0012097,2024,Give way or uncontrolled,T or staggered junction,Slight,51.363811,Daylight,None,0.110735,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.625,Urban,Raining no high winds,Other vehicle,Anna Maria
BS0012098,2024,Auto traffic signal,Crossroads,Slight,51.408484,Daylight,None,-0.059619,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.618055556,Urban,Snowing no high winds,Other vehicle,Floyd Hill
BS0012099,2024,Give way or uncontrolled,T or staggered junction,Slight,51.388223,Daylight,None,0.073194,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.591666667,Urban,Fine no high winds,Car,South New Castle
BS0012100,2024,Give way or uncontrolled,T or staggered junction,Slight,51.396412,Daylight,None,0.011029,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.381944444,Urban,Fine no high winds,Car,Potlatch
BS0012101,2024,Auto traffic signal,Crossroads,Slight,51.411264,Daylight,None,-0.048284,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.305555556,Urban,Other,Car,Olin
BS0012102,2024,Give way or uncontrolled,T or staggered junction,Serious,51.410166,Darkness - lights lit,None,0.143213,1,2,Metropolitan Police,Dry,Single carriageway,30,0.76875,Rural,Fine no high winds,Car,Bechtelsville
BS0012103,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.407571,Daylight,None,-0.026441,1,1,Metropolitan Police,Dry,Single carriageway,30,0.506944444,Urban,Fine no high winds,Car,Cross Timber
BS0012104,2024,Give way or uncontrolled,T or staggered junction,Slight,51.389012,Darkness - lights lit,None,0.048795,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.138888889,Urban,Fine no high winds,Car,Blowing Rock
BS0012105,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.398002,Darkness - lights lit,None,0.099802,1,2,Metropolitan Police,Snow,Single carriageway,30,0.982638889,Urban,Snowing no high winds,Car,Jewett
BS0012106,2024,Give way or uncontrolled,T or staggered junction,Slight,51.308357,Darkness - lights lit,None,0.032573,1,2,Metropolitan Police,Snow,Single carriageway,30,0.697916667,Urban,Snowing no high winds,Car,Ridge Spring
BS0012107,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.369376,Darkness - lights lit,None,-0.011993,1,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.979166667,Urban,Fine no high winds,Car,Lamboglia
BS0012108,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.412932,Daylight,None,-0.051233,1,1,Metropolitan Police,Dry,Single carriageway,30,0.659722222,Urban,Fine no high winds,Car,Pinesdale
BS0012109,2024,Give way or uncontrolled,T or staggered junction,Slight,51.426891,Daylight,None,0.052935,1,2,Metropolitan Police,Dry,Single carriageway,30,0.586805556,Urban,Fine no high winds,Car,Hannawa Falls
BS0012110,2024,Give way or uncontrolled,T or staggered junction,Slight,51.408905,Darkness - lights lit,None,-0.041626,1,2,Metropolitan Police,Dry,Single carriageway,30,0.677083333,Urban,Fine no high winds,Car,Export
BS0012111,2024,Give way or uncontrolled,T or staggered junction,Serious,51.368313,Daylight,None,0.01339,1,1,Metropolitan Police,Snow,Single carriageway,30,0.326388889,Urban,Snowing no high winds,Car,Oilton
BS0012112,2024,Give way or uncontrolled,Crossroads,Slight,51.402145,Daylight,None,0.001792,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.632638889,Urban,Raining no high winds,Car,Satilla
BS0012113,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.321193,Darkness - lights lit,None,0.069883,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.959722222,Rural,Fine no high winds,Car,Norris Canyon
BS0012114,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.398004,Daylight,None,0.094626,1,2,Metropolitan Police,Dry,Single carriageway,30,0.417361111,Urban,Fine no high winds,Car,Yermo
BS0012115,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.414691,Darkness - no lighting,None,0.106895,1,2,Metropolitan Police,Frost or ice,Dual carriageway,50,0.756944444,Rural,Snowing no high winds,Car,Cardwell
BS0012116,2024,Give way or uncontrolled,Mini-roundabout,Serious,51.413715,Daylight,None,0.045297,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.642361111,Urban,Raining no high winds,Van - Goods 3.5 tonnes mgw or under,Edgemont
BS0012117,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.385389,Daylight,None,-0.022941,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.645833333,Urban,Raining no high winds,Car,Southwest City
BS0012118,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.418109,Daylight,None,0.066492,1,2,Metropolitan Police,Dry,Single carriageway,30,0.361111111,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Upton
BS0012119,2024,Give way or uncontrolled,T or staggered junction,Slight,51.413215,Daylight,None,-0.06287,1,2,Metropolitan Police,Dry,Single carriageway,30,0.783333333,Urban,Fine no high winds,Car,Matlacha
BS0012120,2024,Auto traffic signal,T or staggered junction,Serious,51.398025,Darkness - lights lit,None,-0.047123,2,2,Metropolitan Police,Dry,Single carriageway,30,0.041666667,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Carlls Corner
BS0012121,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.359756,Daylight,None,0.091157,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.340277778,Urban,Other,Car,Grand Ridge
BS0012122,2024,Auto traffic signal,Crossroads,Slight,51.39616,Darkness - lights lit,None,0.112224,1,1,Metropolitan Police,Dry,Single carriageway,30,0.895138889,Urban,Fine no high winds,Car,Lake Panorama
BS0012123,2024,Auto traffic signal,T or staggered junction,Slight,51.406206,Darkness - lights lit,None,0.000963,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.75,Urban,Fine no high winds,Car,Isola
BS0012124,2024,Give way or uncontrolled,Crossroads,Slight,51.385909,Darkness - lights lit,None,0.066766,1,2,Metropolitan Police,Dry,Single carriageway,30,0.822916667,Urban,Fine no high winds,Car,Strodes Mills
BS0012125,2024,Give way or uncontrolled,T or staggered junction,Slight,51.379308,Darkness - lights lit,None,0.078971,2,2,Metropolitan Police,Dry,Single carriageway,30,0.708333333,Urban,Fine + high winds,Car,Witt
BS0012126,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.416613,Darkness - lights lit,None,0.069733,1,2,Metropolitan Police,Dry,Roundabout,30,0.722222222,Urban,Fine no high winds,Car,Bonnie Brae
BS0012127,2024,Give way or uncontrolled,T or staggered junction,Slight,51.400087,Daylight,None,0.016941,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.517361111,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,La Puebla
BS0012128,2024,Give way or uncontrolled,T or staggered junction,Slight,51.406104,Daylight,None,-0.024779,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.583333333,Urban,Fine no high winds,Car,Paullina
BS0012129,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.418513,Darkness - lights lit,None,0.001788,3,2,Metropolitan Police,Dry,Single carriageway,30,0.828472222,Urban,Fog or mist,Car,Kittredge
BS0012130,2024,Auto traffic signal,Crossroads,Slight,51.409222,Daylight,None,0.013892,2,2,Metropolitan Police,Dry,One way street,30,0.647916667,Urban,Fine no high winds,Car,Chappell
BS0012131,2024,Auto traffic signal,Crossroads,Fatal,51.395345,Darkness - lights lit,None,0.025933,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.961805556,Urban,Fine + high winds,Car,Lorenzo
BS0012132,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.412335,Darkness - lights lit,None,-0.064057,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.913888889,Urban,Raining no high winds,Car,Arcadia Lakes
BS0012133,2024,Data missing or out of range,Not at junction or within 20 metres,Fatal,51.404297,Darkness - lights lit,None,0.084705,4,2,Metropolitan Police,Dry,Single carriageway,30,0.008333333,Rural,Fine no high winds,Car,Wayne Lakes
BS0012134,2024,Auto traffic signal,More than 4 arms (not roundabout),Serious,51.408572,Daylight,None,-0.059471,1,2,Metropolitan Police,Dry,Single carriageway,30,0.448611111,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Henry Fork
BS0012135,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.398484,Darkness - lights lit,None,0.097955,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.915972222,Urban,Other,Car,Mathiston
BS0012136,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.609839,Daylight,None,-0.367196,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.411111111,Urban,Other,Car,Leadington
BS0012137,2024,Give way or uncontrolled,Crossroads,Slight,51.585377,Daylight,None,-0.285073,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.377777778,Urban,Other,Goods 7.5 tonnes mgw and over,Poncha Springs
BS0012138,2024,Give way or uncontrolled,Roundabout,Slight,51.572152,Darkness - lights lit,None,-0.353684,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.733333333,Urban,Fine no high winds,Car,Arco
BS0012139,2024,Give way or uncontrolled,Roundabout,Slight,51.595219,Daylight,None,-0.293943,1,2,Metropolitan Police,Wet or damp,Roundabout,30,0.354166667,Urban,Fine no high winds,Car,Carnuel
BS0012140,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.564868,Daylight,None,-0.366499,1,3,Metropolitan Police,Dry,Single carriageway,30,0.547916667,Urban,Fine no high winds,Car,Indio Hills
BS0012141,2024,Auto traffic signal,Crossroads,Slight,51.598597,Daylight,None,-0.393156,1,1,Metropolitan Police,Dry,Single carriageway,30,0.496527778,Urban,Fine no high winds,Car,Running Y Ranch
BS0012142,2024,Give way or uncontrolled,Crossroads,Slight,51.585377,Daylight,None,-0.285073,1,2,Metropolitan Police,Dry,Single carriageway,30,0.638888889,Urban,Fine no high winds,Car,Dufur
BS0012143,2024,Give way or uncontrolled,Crossroads,Slight,51.585283,Daylight,None,-0.284788,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.340972222,Urban,Raining no high winds,Car,Wheatfield
BS0012144,2024,Give way or uncontrolled,T or staggered junction,Slight,51.594418,Daylight,None,-0.338441,3,3,Metropolitan Police,Wet or damp,Single carriageway,30,0.416666667,Urban,Raining no high winds,Car,Bigelow Corners
BS0012145,2024,Give way or uncontrolled,Crossroads,Slight,51.61375,Darkness - lights lit,None,-0.300614,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.833333333,Urban,Fine no high winds,Car,Nassau Lake
BS0012146,2024,Give way or uncontrolled,T or staggered junction,Slight,51.557386,Daylight,None,-0.365181,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.475694444,Urban,Other,Motorcycle 125cc and under,Carrolltown
BS0012147,2024,Give way or uncontrolled,T or staggered junction,Slight,51.596626,Darkness - lights lit,None,-0.335617,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.756944444,Urban,Raining no high winds,Taxi-Private hire car,Sherwood Shores
BS0012148,2024,Give way or uncontrolled,T or staggered junction,Slight,51.5618,Darkness - lights lit,None,-0.372236,1,1,Metropolitan Police,Dry,Single carriageway,30,0.776388889,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Pound
BS0012149,2024,Auto traffic signal,Crossroads,Slight,51.585073,Daylight,None,-0.332575,1,1,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Car,Shalimar
BS0012150,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.621823,Darkness - lights lit,None,-0.356076,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.798611111,Rural,Raining no high winds,Car,Hanna
BS0012151,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.603223,Darkness - lights lit,None,-0.357037,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.9375,Urban,Fine no high winds,Car,Argenta
BS0012152,2024,Give way or uncontrolled,Private drive or entrance,Serious,51.589377,Daylight,None,-0.344399,1,2,Metropolitan Police,Dry,Single carriageway,30,0.590277778,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,Concrete
BS0012153,2024,Give way or uncontrolled,T or staggered junction,Slight,51.599342,Daylight,None,-0.293066,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.40625,Urban,Fine no high winds,Car,Willow Lake
BS0012154,2024,Give way or uncontrolled,T or staggered junction,Slight,51.602829,Daylight,None,-0.297845,2,2,Metropolitan Police,Wet or damp,Dual carriageway,40,0.621527778,Urban,Other,Car,Naalehu
BS0012155,2024,Give way or uncontrolled,T or staggered junction,Slight,51.587653,Darkness - lights lit,None,-0.343307,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.796527778,Urban,Raining no high winds,Car,Sharon Springs
BS0012156,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.608205,Darkness - lights lit,None,-0.372598,1,1,Metropolitan Police,Dry,Single carriageway,30,0.838888889,Urban,Fine no high winds,Car,Napanoch
BS0012157,2024,Give way or uncontrolled,T or staggered junction,Slight,51.587316,Daylight,None,-0.332204,1,1,Metropolitan Police,Dry,Single carriageway,30,0.665972222,Urban,Fine no high winds,Car,Tulelake
BS0012158,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.614769,Darkness - lights lit,None,-0.340442,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.9125,Urban,Fine no high winds,Taxi-Private hire car,McConnell
BS0012159,2024,Give way or uncontrolled,T or staggered junction,Serious,51.584325,Daylight,None,-0.362482,1,1,Metropolitan Police,Dry,Single carriageway,30,0.684027778,Urban,Fine no high winds,Car,Great Cacapon
BS0012160,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.594479,Daylight,None,-0.292527,1,2,Metropolitan Police,Dry,Single carriageway,30,0.356944444,Urban,Fine no high winds,Car,Corinne
BS0012161,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.604252,Darkness - lights lit,None,-0.340681,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.944444444,Urban,Other,Car,Sciotodale
BS0012162,2024,Give way or uncontrolled,Roundabout,Slight,51.595219,Daylight,None,-0.293943,1,2,Metropolitan Police,Dry,Roundabout,30,0.46875,Urban,Fine no high winds,Car,Lincolnville
BS0012163,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.623984,Darkness - lighting unknown,None,-0.343429,1,2,Metropolitan Police,Snow,Single carriageway,40,0.276388889,Rural,Snowing no high winds,Goods 7.5 tonnes mgw and over,Hymera
BS0012164,2024,Give way or uncontrolled,T or staggered junction,Slight,51.612024,Daylight,None,-0.299235,1,1,Metropolitan Police,Snow,Single carriageway,30,0.35625,Urban,Snowing no high winds,Car,Tuttletown
BS0012165,2024,Give way or uncontrolled,T or staggered junction,Slight,51.603326,Darkness - lights lit,None,-0.383892,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.908333333,Urban,Raining no high winds,Motorcycle 125cc and under,Bear River
BS0012166,2024,Give way or uncontrolled,T or staggered junction,Slight,51.592446,Darkness - lights lit,None,-0.313681,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.749305556,Urban,Fine + high winds,Car,Kachemak
BS0012167,2024,Give way or uncontrolled,Private drive or entrance,Slight,51.60755,Darkness - lights lit,None,-0.276295,1,1,Metropolitan Police,Dry,Single carriageway,30,0.784722222,Urban,Fine no high winds,Car,Villa Hugo II
BS0012168,2024,Give way or uncontrolled,T or staggered junction,Slight,51.588944,Daylight,None,-0.332866,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.600694444,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Kezar Falls
BS0012169,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.592689,Daylight,None,-0.311795,1,2,Metropolitan Police,Dry,Single carriageway,30,0.711805556,Urban,Fine no high winds,Car,Norphlet
BS0012170,2024,Auto traffic signal,Crossroads,Slight,51.581502,Darkness - lights lit,None,-0.340788,2,3,Metropolitan Police,Dry,Dual carriageway,30,0.829861111,Urban,Fine no high winds,Minibus (8 - 16 passenger seats),Phil Campbell
BS0012171,2024,Give way or uncontrolled,T or staggered junction,Slight,51.586154,Daylight,None,-0.307563,1,2,Metropolitan Police,Dry,Single carriageway,30,0.625,Urban,Fine no high winds,Car,Pellston
BS0012172,2024,Give way or uncontrolled,T or staggered junction,Slight,51.558402,Darkness - lights lit,None,-0.360672,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.770138889,Urban,Fine no high winds,Car,Meadow
BS0012173,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.607257,Darkness - lights lit,None,-0.375521,1,2,Metropolitan Police,Dry,Single carriageway,30,0.914583333,Urban,Fine no high winds,Car,Faxon
BS0012174,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.568776,Daylight,None,-0.369534,1,3,Metropolitan Police,Dry,Single carriageway,30,0.423611111,Urban,Fine no high winds,Car,Orange Grove
BS0012175,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.600894,Daylight,None,-0.319577,2,2,Metropolitan Police,Frost or ice,Single carriageway,30,0.411111111,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,Perrysville
BS0012176,2024,Give way or uncontrolled,T or staggered junction,Slight,51.58277,Darkness - lights lit,None,-0.354166,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.013888889,Urban,Fog or mist,Car,Friedensburg
BS0012177,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.600694,Daylight,None,-0.324494,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.638888889,Urban,Fine no high winds,Car,West Wood
BS0012178,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.607469,Daylight,None,-0.295361,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.360416667,Urban,Fine no high winds,Car,Mabel
BS0012179,2024,Give way or uncontrolled,T or staggered junction,Slight,51.597082,Darkness - lights lit,None,-0.336034,1,2,Metropolitan Police,Dry,Single carriageway,30,0.79375,Urban,Fine no high winds,Car,Beech Mountain
BS0012180,2024,Auto traffic signal,Crossroads,Slight,51.56423,Darkness - lights lit,None,-0.365945,1,1,Metropolitan Police,Frost or ice,Single carriageway,30,0.826388889,Urban,Other,Van - Goods 3.5 tonnes mgw or under,Kinmundy
BS0012181,2024,Give way or uncontrolled,Roundabout,Slight,51.577878,Darkness - lights lit,None,-0.326199,1,2,Metropolitan Police,Frost or ice,Roundabout,30,0.892361111,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Point Arena
BS0012182,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.606792,Darkness - lights lit,None,-0.329613,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.286111111,Urban,Fine no high winds,Car,Diamond City
BS0012183,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.588216,Daylight,None,-0.383707,2,1,Metropolitan Police,Dry,Single carriageway,30,0.646527778,Urban,Fine no high winds,Car,Sioux Rapids
BS0012184,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.587836,Darkness - lights lit,None,-0.362788,2,2,Metropolitan Police,Dry,Single carriageway,30,0.916666667,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc,Simsboro
BS0012185,2024,Give way or uncontrolled,T or staggered junction,Slight,51.589807,Daylight,None,-0.299054,1,3,Metropolitan Police,Wet or damp,Single carriageway,30,0.634722222,Urban,Other,Car,Loami
BS0012186,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.595139,Darkness - lights lit,None,-0.294668,1,1,Metropolitan Police,Dry,Single carriageway,30,0.8875,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Stewardson
BS0012187,2024,Give way or uncontrolled,Crossroads,Slight,51.619734,Daylight,None,-0.304002,2,2,Metropolitan Police,Dry,Single carriageway,30,0.527083333,Urban,Fine no high winds,Car,Ringling
BS0012188,2024,Give way or uncontrolled,T or staggered junction,Slight,51.603734,Daylight,None,-0.354996,1,1,Metropolitan Police,Dry,Single carriageway,30,0.628472222,Urban,Fine no high winds,Car,Fisher Island
BS0012189,2024,Give way or uncontrolled,Mini-roundabout,Serious,51.587029,Daylight,None,-0.350114,1,2,Metropolitan Police,Dry,Single carriageway,30,0.354166667,Urban,Fine no high winds,Car,Athol
BS0012190,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.59232,Darkness - lights lit,None,-0.33,2,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.826388889,Urban,Raining no high winds,Car,Ubly
BS0012191,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.608917,Darkness - lights lit,None,-0.277543,2,2,Metropolitan Police,Wet or damp,Dual carriageway,30,0.877083333,Urban,Raining no high winds,Car,Geyserville
BS0012192,2024,Auto traffic signal,T or staggered junction,Slight,51.583553,Daylight,None,-0.314299,2,1,Metropolitan Police,Dry,Single carriageway,30,0.631944444,Urban,Fine no high winds,Car,Loyalton
BS0012193,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.563951,Daylight,None,-0.365234,1,1,Metropolitan Police,Dry,Single carriageway,30,0.524305556,Urban,Fine no high winds,Bus or coach (17 or more pass seats),McAlisterville
BS0012194,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.607242,Darkness - lights lit,None,-0.329597,1,2,Metropolitan Police,Dry,Single carriageway,30,0.756944444,Urban,Fine no high winds,Car,Camp Wood
BS0012195,2024,Give way or uncontrolled,Roundabout,Slight,51.609772,Daylight,None,-0.355933,1,2,Metropolitan Police,Dry,Roundabout,30,0.649305556,Rural,Fine no high winds,Car,Sunnyland
BS0012196,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.597724,Darkness - lights lit,None,-0.395064,1,1,Metropolitan Police,Dry,Single carriageway,30,0.875,Urban,Fine no high winds,Car,Mooresburg
BS0012197,2024,Give way or uncontrolled,T or staggered junction,Slight,51.62533,Darkness - lights lit,None,-0.317952,1,1,Metropolitan Police,Dry,Single carriageway,30,0.75,Urban,Fine no high winds,Car,Mount Crested Butte
BS0012198,2024,Give way or uncontrolled,Roundabout,Slight,51.595586,Darkness - lights lit,None,-0.294506,1,2,Metropolitan Police,Dry,Roundabout,30,0.986111111,Urban,Fine no high winds,Car,Hallock
BS0012199,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.619661,Daylight,None,-0.343008,1,1,Metropolitan Police,Dry,Single carriageway,30,0.385416667,Rural,Fine no high winds,Car,Chamita
BS0012200,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.581833,Darkness - lights lit,None,-0.338756,3,1,Metropolitan Police,Dry,Single carriageway,30,0.854166667,Urban,Fine no high winds,Car,Central Aguirre
